signature,file,startline,startcol,endline,endcol,properties
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableExclusionListForDefaultFolders()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,69,5,69,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableExclusionListForDefaultFolders()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,69,5,69,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableLocalMediaProviderCapabilities()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,76,5,76,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableLocalMediaProviderCapabilities()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,76,5,76,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableMaliciousAppDetector()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,83,5,83,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableMaliciousAppDetector()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,83,5,83,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableMarkIsFavoriteStatusApi()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,90,5,90,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableMarkIsFavoriteStatusApi()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,90,5,90,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableMarkMediaAsFavoriteApi()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,97,5,97,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableMarkMediaAsFavoriteApi()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,97,5,97,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableMimeTypeFixForAndroid15()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,104,5,104,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableMimeTypeFixForAndroid15()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,104,5,104,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableModernPhotopicker()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,111,5,111,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableModernPhotopicker()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,111,5,111,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableOemMetadata()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,118,5,118,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableOemMetadata()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,118,5,118,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableOemMetadataUpdate()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,125,5,125,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableOemMetadataUpdate()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,125,5,125,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enablePhotopickerDatescrubber()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,132,5,132,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enablePhotopickerDatescrubber()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,132,5,132,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enablePhotopickerExpressiveTheme()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,139,5,139,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enablePhotopickerExpressiveTheme()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,139,5,139,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enablePhotopickerSearch()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,146,5,146,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enablePhotopickerSearch()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,146,5,146,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enablePhotopickerTranscoding()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,153,5,153,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enablePhotopickerTranscoding()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,153,5,153,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableStableUrisForExternalPrimaryVolume()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,160,5,160,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableStableUrisForExternalPrimaryVolume()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,160,5,160,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableStableUrisForPublicVolume()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,167,5,167,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableStableUrisForPublicVolume()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,167,5,167,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableUnicodeCheck()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,174,5,174,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->enableUnicodeCheck()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,174,5,174,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->excludeUnreliableVolumes()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,181,5,181,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->excludeUnreliableVolumes()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,181,5,181,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->indexMediaLatitudeLongitude()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,188,5,188,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->indexMediaLatitudeLongitude()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,188,5,188,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->inferredMediaDate()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,195,5,195,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->inferredMediaDate()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,195,5,195,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->mediaCognitionService()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,202,5,202,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->mediaCognitionService()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,202,5,202,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->mediaStoreOpenFile()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,209,5,209,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->mediaStoreOpenFile()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,209,5,209,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->motionPhotoIntent()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,216,5,216,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->motionPhotoIntent()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,216,5,216,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickOrderedImages()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,223,5,223,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickOrderedImages()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,223,5,223,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickerAccentColor()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,230,5,230,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickerAccentColor()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,230,5,230,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickerDefaultTab()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,237,5,237,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickerDefaultTab()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,237,5,237,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickerPreSelectionExtra()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,244,5,244,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickerPreSelectionExtra()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,244,5,244,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickerRecentSelection()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,251,5,251,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->pickerRecentSelection()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,251,5,251,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->revokeAccessOwnedPhotos()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,258,5,258,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->revokeAccessOwnedPhotos()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,258,5,258,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->versionLockdown()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,265,5,265,25,
Lcom/android/providers/media/flags/CustomFeatureFlags;->versionLockdown()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/CustomFeatureFlags.java,265,5,265,25,
Lcom/android/providers/media/flags/FeatureFlags;->accessMediaOwnerPackageNamePermission()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,9,5,9,25,
Lcom/android/providers/media/flags/FeatureFlags;->accessMediaOwnerPackageNamePermission()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,9,5,9,25,
Lcom/android/providers/media/flags/FeatureFlags;->audioSampleColumns()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,13,5,13,25,
Lcom/android/providers/media/flags/FeatureFlags;->audioSampleColumns()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,13,5,13,25,
Lcom/android/providers/media/flags/FeatureFlags;->cloudMediaProviderSearch()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,17,5,17,25,
Lcom/android/providers/media/flags/FeatureFlags;->cloudMediaProviderSearch()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,17,5,17,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableAppopPermissionChecksCache()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,21,5,21,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableAppopPermissionChecksCache()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,21,5,21,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableBackupAndRestore()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,25,5,25,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableBackupAndRestore()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,25,5,25,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableCloudMediaProviderCapabilities()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,29,5,29,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableCloudMediaProviderCapabilities()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,29,5,29,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableEmbeddedPhotopicker()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,33,5,33,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableEmbeddedPhotopicker()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,33,5,33,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableExclusionListForDefaultFolders()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,37,5,37,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableExclusionListForDefaultFolders()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,37,5,37,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableLocalMediaProviderCapabilities()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,41,5,41,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableLocalMediaProviderCapabilities()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,41,5,41,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableMaliciousAppDetector()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,45,5,45,25,
Lcom/android/providers/media/flags/FeatureFlags;->enableMaliciousAppDetector()Z,out/soong/.intermediates/packages/providers/MediaProvider/mediaprovider_flags_java_lib/android_common_apex30/javac/srcjars/com/android/providers/media/flags/FeatureFlags.java,45,5,45,25,
